,Date,volume
3359,2018/03/16,186823
3360,2018/03/17,154347
3361,2018/03/18,164250
3362,2018/03/19,191373
3363,2018/03/20,195041
3364,2018/03/21,194694
3365,2018/03/22,185044
3366,2018/03/23,179685
3367,2018/03/24,156931
3368,2018/03/25,135139
3369,2018/03/26,187700
3370,2018/03/27,186913
3371,2018/03/28,177386
3372,2018/03/29,192259
3373,2018/03/30,185778
3374,2018/03/31,148489
3375,2018/04/01,134967
3376,2018/04/02,168022
3377,2018/04/03,198756
3378,2018/04/04,185563
3379,2018/04/05,181676
3380,2018/04/06,172751
3381,2018/04/07,154459
3382,2018/04/08,138374
3383,2018/04/09,176416
3384,2018/04/10,186251
3385,2018/04/11,183087
3386,2018/04/12,210725
3387,2018/04/13,217117
3388,2018/04/14,161706
3389,2018/04/15,173868
3390,2018/04/16,195965
3391,2018/04/17,201658
3392,2018/04/18,200580
3393,2018/04/19,213345
3394,2018/04/20,207640
3395,2018/04/21,193816
3396,2018/04/22,171710
3397,2018/04/23,226200
3398,2018/04/24,254334
3399,2018/04/25,213032
3400,2018/04/26,216591
3401,2018/04/27,210977
3402,2018/04/28,203553
3403,2018/04/29,180640
3404,2018/04/30,214952
3405,2018/05/01,199801
3406,2018/05/02,212156
3407,2018/05/03,228370
3408,2018/05/04,218931
3409,2018/05/05,202542
3410,2018/05/06,171624
3411,2018/05/07,204913
3412,2018/05/08,217671
3413,2018/05/09,206419
3414,2018/05/10,208807
3415,2018/05/11,213497
3416,2018/05/12,181889
3417,2018/05/13,158646
3418,2018/05/14,209565
3419,2018/05/15,214633
3420,2018/05/16,208284
3421,2018/05/17,192551
3422,2018/05/18,211348
3423,2018/05/19,173120
3424,2018/05/20,158519
3425,2018/05/21,202490
3426,2018/05/22,203186
3427,2018/05/23,223034
3428,2018/05/24,206682
3429,2018/05/25,196005
3430,2018/05/26,158621
3431,2018/05/27,144140
3432,2018/05/28,188907
3433,2018/05/29,204630
3434,2018/05/30,203903
3435,2018/05/31,209356
3436,2018/06/01,205315
3437,2018/06/02,174345
3438,2018/06/03,163280
3439,2018/06/04,209733
3440,2018/06/05,212726
3441,2018/06/06,206270
3442,2018/06/07,207484
3443,2018/06/08,200234
3444,2018/06/09,171163
3445,2018/06/10,179682
3446,2018/06/11,213056
3447,2018/06/12,214450
3448,2018/06/13,211686
3449,2018/06/14,209876
3450,2018/06/15,205708
3451,2018/06/16,158924
3452,2018/06/17,144751
3453,2018/06/18,196141
3454,2018/06/19,191650
3455,2018/06/20,198734
3456,2018/06/21,197943
3457,2018/06/22,203993
3458,2018/06/23,163135
3459,2018/06/24,157851
3460,2018/06/25,200016
3461,2018/06/26,195258
3462,2018/06/27,187980
3463,2018/06/28,187467
3464,2018/06/29,197730
3465,2018/06/30,180924
3466,2018/07/01,156100
3467,2018/07/02,199153
3468,2018/07/03,216631
3469,2018/07/04,206654
3470,2018/07/05,199463
3471,2018/07/06,200833
3472,2018/07/07,170004
3473,2018/07/08,155527
3474,2018/07/09,206410
3475,2018/07/10,215914
3476,2018/07/11,202468
3477,2018/07/12,203394
3478,2018/07/13,207761
3479,2018/07/14,176342
3480,2018/07/15,161018
3481,2018/07/16,207722
3482,2018/07/17,233807
3483,2018/07/18,238595
3484,2018/07/19,224868
3485,2018/07/20,225375
3486,2018/07/21,184666
3487,2018/07/22,166947
3488,2018/07/23,229314
3489,2018/07/24,259199
3490,2018/07/25,250031
3491,2018/07/26,231514
3492,2018/07/27,229230
3493,2018/07/28,188093
3494,2018/07/29,168237
3495,2018/07/30,230790
3496,2018/07/31,242830
3497,2018/08/01,240894
3498,2018/08/02,224720
3499,2018/08/03,229693
3500,2018/08/04,191481
3501,2018/08/05,172021
3502,2018/08/06,218476
3503,2018/08/07,232894
3504,2018/08/08,235154
3505,2018/08/09,222177
3506,2018/08/10,225972
3507,2018/08/11,192268
3508,2018/08/12,164889
3509,2018/08/13,222079
3510,2018/08/14,247486
3511,2018/08/15,245905
3512,2018/08/16,232177
3513,2018/08/17,233642
3514,2018/08/18,190775
3515,2018/08/19,167255
3516,2018/08/20,214833
3517,2018/08/21,217629
3518,2018/08/22,230173
3519,2018/08/23,217203
3520,2018/08/24,219702
3521,2018/08/25,196285
3522,2018/08/26,172574
3523,2018/08/27,223471
3524,2018/08/28,237886
3525,2018/08/29,237369
3526,2018/08/30,231237
3527,2018/08/31,236921
3528,2018/09/01,213180
3529,2018/09/02,187001
3530,2018/09/03,222753
3531,2018/09/04,232139
3532,2018/09/05,246345
3533,2018/09/06,252111
3534,2018/09/07,230638
3535,2018/09/08,204278
3536,2018/09/09,188749
3537,2018/09/10,222731
3538,2018/09/11,237430
3539,2018/09/12,233107
3540,2018/09/13,234061
3541,2018/09/14,223118
3542,2018/09/15,210931
3543,2018/09/16,179344
3544,2018/09/17,240017
3545,2018/09/18,244117
3546,2018/09/19,250881
3547,2018/09/20,253520
3548,2018/09/21,272907
3549,2018/09/22,225382
3550,2018/09/23,200169
3551,2018/09/24,237522
3552,2018/09/25,251944
3553,2018/09/26,243788
3554,2018/09/27,248543
3555,2018/09/28,254085
3556,2018/09/29,218187
3557,2018/09/30,208047
3558,2018/10/01,242662
3559,2018/10/02,244635
3560,2018/10/03,242158
3561,2018/10/04,243007
3562,2018/10/05,244589
3563,2018/10/06,214718
3564,2018/10/07,219589
3565,2018/10/08,247906
3566,2018/10/09,235732
3567,2018/10/10,244801
3568,2018/10/11,262308
3569,2018/10/12,243042
3570,2018/10/13,204956
3571,2018/10/14,191145
3572,2018/10/15,266783
3573,2018/10/16,257832
3574,2018/10/17,260224
3575,2018/10/18,253312
3576,2018/10/19,253684
3577,2018/10/20,227678
3578,2018/10/21,211367
3579,2018/10/22,255169
3580,2018/10/23,253309
3581,2018/10/24,253978
3582,2018/10/25,254462
3583,2018/10/26,252859
3584,2018/10/27,233613
3585,2018/10/28,219720
3586,2018/10/29,269608
3587,2018/10/30,283173
3588,2018/10/31,288120
3589,2018/11/01,281787
3590,2018/11/02,292561
3591,2018/11/03,249403
3592,2018/11/04,226124
3593,2018/11/05,296139
3594,2018/11/06,285323
3595,2018/11/07,293604
3596,2018/11/08,277476
3597,2018/11/09,283769
3598,2018/11/10,252368
3599,2018/11/11,246845
3600,2018/11/12,299866
3601,2018/11/13,279040
3602,2018/11/14,292620
3603,2018/11/15,291398
3604,2018/11/16,282998
3605,2018/11/17,262504
3606,2018/11/18,239680
3607,2018/11/19,267845
3608,2018/11/20,288318
3609,2018/11/21,254837
3610,2018/11/22,265994
3611,2018/11/23,275136
3612,2018/11/24,249874
3613,2018/11/25,239129
3614,2018/11/26,256951
3615,2018/11/27,268402
3616,2018/11/28,254338
3617,2018/11/29,246121
3618,2018/11/30,250056
3619,2018/12/01,241723
3620,2018/12/02,222559
3621,2018/12/03,240538
3622,2018/12/04,270051
3623,2018/12/05,256371
3624,2018/12/06,279519
3625,2018/12/07,253776
3626,2018/12/08,230977
3627,2018/12/09,238441
3628,2018/12/10,258229
3629,2018/12/11,251362
3630,2018/12/12,261303
3631,2018/12/13,268291
3632,2018/12/14,275655
3633,2018/12/15,262730
3634,2018/12/16,226338
3635,2018/12/17,298663
3636,2018/12/18,266117
3637,2018/12/19,302243
3638,2018/12/20,287138
3639,2018/12/21,280448
3640,2018/12/22,251041
3641,2018/12/23,250563
3642,2018/12/24,272145
3643,2018/12/25,264893
3644,2018/12/26,281148
3645,2018/12/27,299846
3646,2018/12/28,308100
3647,2018/12/29,264842
3648,2018/12/30,267463
3649,2018/12/31,259529
3650,2019/01/01,234576
3651,2019/01/02,271545
3652,2019/01/03,290861
3653,2019/01/04,281623
3654,2019/01/05,265029
3655,2019/01/06,258381
3656,2019/01/07,284641
3657,2019/01/08,318355
3658,2019/01/09,318892
3659,2019/01/10,327182
3660,2019/01/11,308224
3661,2019/01/12,281364
3662,2019/01/13,276860
3663,2019/01/14,326536
3664,2019/01/15,302147
3665,2019/01/16,305569
3666,2019/01/17,296568
3667,2019/01/18,305827
3668,2019/01/19,282055
3669,2019/01/20,293961
3670,2019/01/21,315052
3671,2019/01/22,295910
3672,2019/01/23,293348
3673,2019/01/24,307984
3674,2019/01/25,300947
3675,2019/01/26,288135
3676,2019/01/27,276514
3677,2019/01/28,307917
3678,2019/01/29,326016
3679,2019/01/30,321844
3680,2019/01/31,353790
3681,2019/02/01,339183
3682,2019/02/02,321888
3683,2019/02/03,300033
3684,2019/02/04,335141
3685,2019/02/05,353922
3686,2019/02/06,349432
3687,2019/02/07,352872
3688,2019/02/08,335117
3689,2019/02/09,310742
3690,2019/02/10,299469
3691,2019/02/11,315580
3692,2019/02/12,271445
3693,2019/02/13,352498
3694,2019/02/14,354342
3695,2019/02/15,296602
3696,2019/02/16,331987
3697,2019/02/17,327304
3698,2019/02/18,344119
3699,2019/02/19,348086
3700,2019/02/20,314190
3701,2019/02/21,297476
3702,2019/02/22,347677
3703,2019/02/23,328096
3704,2019/02/24,320309
3705,2019/02/25,336491
3706,2019/02/26,366407
3707,2019/02/27,344419
3708,2019/02/28,367677
3709,2019/03/01,354260
3710,2019/03/02,335732
3711,2019/03/03,353537
3712,2019/03/04,304051
3713,2019/03/05,285567
3714,2019/03/06,277735
3715,2019/03/07,282381
3716,2019/03/08,285118
3717,2019/03/09,239354
3718,2019/03/10,212741
3719,2019/03/11,294599
3720,2019/03/12,285510
3721,2019/03/13,285822
3722,2019/03/14,299774
3723,2019/03/15,296817
3724,2019/03/16,262104
3725,2019/03/17,227144
3726,2019/03/18,291344
3727,2019/03/19,304570
3728,2019/03/20,304799
3729,2019/03/21,300569
3730,2019/03/22,298363
3731,2019/03/23,251428
3732,2019/03/24,226016
3733,2019/03/25,322043
3734,2019/03/26,366281
3735,2019/03/27,383037
3736,2019/03/28,393552
3737,2019/03/29,369670
3738,2019/03/30,377644
3739,2019/03/31,381513
3740,2019/04/01,368768
3741,2019/04/02,401350
3742,2019/04/03,360108
3743,2019/04/04,354520
3744,2019/04/05,386932
3745,2019/04/06,359430
3746,2019/04/07,350490
3747,2019/04/08,372269
3748,2019/04/09,345939
3749,2019/04/10,396353
3750,2019/04/11,402645
3751,2019/04/12,376616
3752,2019/04/13,366941
3753,2019/04/14,336908
3754,2019/04/15,381328
3755,2019/04/16,358372
3756,2019/04/17,350599
3757,2019/04/18,382832
3758,2019/04/19,361976
3759,2019/04/20,319709
3760,2019/04/21,390573
3761,2019/04/22,341880
3762,2019/04/23,311637
3763,2019/04/24,404116
3764,2019/04/25,383946
3765,2019/04/26,381058
3766,2019/04/27,358871
3767,2019/04/28,383128
3768,2019/04/29,363044
3769,2019/04/30,346346
3770,2019/05/01,439378
3771,2019/05/02,452462
3772,2019/05/03,382880
3773,2019/05/04,355778
3774,2019/05/05,330603
3775,2019/05/06,378325
3776,2019/05/07,329816
3777,2019/05/08,392929
3778,2019/05/09,361419
3779,2019/05/10,322838
3780,2019/05/11,344827
3781,2019/05/12,338413
3782,2019/05/13,390261
3783,2019/05/14,367218
3784,2019/05/15,368752
3785,2019/05/16,374916
3786,2019/05/17,361503
3787,2019/05/18,359551
3788,2019/05/19,346696
3789,2019/05/20,381421
3790,2019/05/21,380736
3791,2019/05/22,394720
3792,2019/05/23,389185
3793,2019/05/24,373729
3794,2019/05/25,338258
3795,2019/05/26,373907
3796,2019/05/27,399417
3797,2019/05/28,390263
3798,2019/05/29,404981
3799,2019/05/30,376714
3800,2019/05/31,298880
3801,2019/06/01,331941
3802,2019/06/02,300872
3803,2019/06/03,293890
3804,2019/06/04,374609
3805,2019/06/05,372788
3806,2019/06/06,364369
3807,2019/06/07,349853
3808,2019/06/08,294245
3809,2019/06/09,300770
3810,2019/06/10,353472
3811,2019/06/11,340306
3812,2019/06/12,328333
3813,2019/06/13,364222
3814,2019/06/14,364214
3815,2019/06/15,330808
3816,2019/06/16,295124
3817,2019/06/17,320939
3818,2019/06/18,394680
3819,2019/06/19,400855
3820,2019/06/20,329959
3821,2019/06/21,337608
3822,2019/06/22,353934
3823,2019/06/23,379907
3824,2019/06/24,388165
3825,2019/06/25,361239
3826,2019/06/26,399459
3827,2019/06/27,360908
3828,2019/06/28,406931
3829,2019/06/29,356508
3830,2019/06/30,330579
3831,2019/07/01,336719
3832,2019/07/02,373251
3833,2019/07/03,397382
3834,2019/07/04,370537
3835,2019/07/05,378264
3836,2019/07/06,348496
3837,2019/07/07,313120
3838,2019/07/08,378788
3839,2019/07/09,365434
3840,2019/07/10,315535
3841,2019/07/11,325647
3842,2019/07/12,360735
3843,2019/07/13,304404
3844,2019/07/14,303142
3845,2019/07/15,348965
3846,2019/07/16,363175
3847,2019/07/17,324759
3848,2019/07/18,315624
3849,2019/07/19,299773
3850,2019/07/20,322825
3851,2019/07/21,283785
3852,2019/07/22,319241
3853,2019/07/23,320209
3854,2019/07/24,295450
3855,2019/07/25,336386
3856,2019/07/26,319446
3857,2019/07/27,283740
3858,2019/07/28,272799
3859,2019/07/29,333451
3860,2019/07/30,328233
3861,2019/07/31,361166
3862,2019/08/01,335801
3863,2019/08/02,349387
3864,2019/08/03,327415
3865,2019/08/04,298638
3866,2019/08/05,338993
3867,2019/08/06,368187
3868,2019/08/07,370756
3869,2019/08/08,336039
3870,2019/08/09,340978
3871,2019/08/10,303987
3872,2019/08/11,273127
3873,2019/08/12,297313
3874,2019/08/13,370590
3875,2019/08/14,359845
3876,2019/08/15,355487
3877,2019/08/16,323478
3878,2019/08/17,288128
3879,2019/08/18,276239
3880,2019/08/19,330310
3881,2019/08/20,333151
3882,2019/08/21,308672
3883,2019/08/22,322312
3884,2019/08/23,340067
3885,2019/08/24,304321
3886,2019/08/25,288779
3887,2019/08/26,318082
3888,2019/08/27,325849
3889,2019/08/28,341049
3890,2019/08/29,346569
3891,2019/08/30,349040
3892,2019/08/31,342029
3893,2019/09/01,285325
3894,2019/09/02,327099
3895,2019/09/03,370467
3896,2019/09/04,324605
3897,2019/09/05,352245
3898,2019/09/06,365373
3899,2019/09/07,314279
3900,2019/09/08,288330
3901,2019/09/09,316706
3902,2019/09/10,339676
3903,2019/09/11,338092
3904,2019/09/12,335710
3905,2019/09/13,308706
3906,2019/09/14,299739
3907,2019/09/15,273999
3908,2019/09/16,347178
3909,2019/09/17,343630
3910,2019/09/18,363011
3911,2019/09/19,345962
3912,2019/09/20,340778
3913,2019/09/21,335847
3914,2019/09/22,318547
3915,2019/09/23,288035
3916,2019/09/24,353106
3917,2019/09/25,347591
3918,2019/09/26,355604
3919,2019/09/27,303771
3920,2019/09/28,314274
3921,2019/09/29,285406
3922,2019/09/30,311266
3923,2019/10/01,337101
3924,2019/10/02,326409
3925,2019/10/03,326367
3926,2019/10/04,337075
3927,2019/10/05,326525
3928,2019/10/06,277464
3929,2019/10/07,328648
3930,2019/10/08,336192
3931,2019/10/09,310911
3932,2019/10/10,344886
3933,2019/10/11,345269
3934,2019/10/12,301560
3935,2019/10/13,279345
3936,2019/10/14,304331
3937,2019/10/15,339545
3938,2019/10/16,338330
3939,2019/10/17,333955
3940,2019/10/18,339230
3941,2019/10/19,304594
3942,2019/10/20,289650
3943,2019/10/21,351632
3944,2019/10/22,341295
3945,2019/10/23,349152
3946,2019/10/24,303710
3947,2019/10/25,328460
3948,2019/10/26,305582
3949,2019/10/27,256138
3950,2019/10/28,309477
3951,2019/10/29,307820
3952,2019/10/30,314029
3953,2019/10/31,293647
3954,2019/11/01,316057
3955,2019/11/02,284309
3956,2019/11/03,294229
3957,2019/11/04,310847
3958,2019/11/05,332695
3959,2019/11/06,314566
3960,2019/11/07,324352
3961,2019/11/08,311313
3962,2019/11/09,306019
3963,2019/11/10,299546
3964,2019/11/11,326556
3965,2019/11/12,301247
3966,2019/11/13,318810
3967,2019/11/14,349854
3968,2019/11/15,324987
3969,2019/11/16,283320
3970,2019/11/17,264216
3971,2019/11/18,304531
3972,2019/11/19,327483
3973,2019/11/20,320944
3974,2019/11/21,323817
3975,2019/11/22,310407
3976,2019/11/23,306251
3977,2019/11/24,267237
3978,2019/11/25,279345
3979,2019/11/26,321188
3980,2019/11/27,317458
3981,2019/11/28,309460
3982,2019/11/29,311154
3983,2019/11/30,277332
3984,2019/12/01,274482
3985,2019/12/02,314585
3986,2019/12/03,336354
3987,2019/12/04,337117
3988,2019/12/05,311323
3989,2019/12/06,315241
3990,2019/12/07,285129
3991,2019/12/08,278705
3992,2019/12/09,313481
3993,2019/12/10,319916
3994,2019/12/11,291116
3995,2019/12/12,311662
3996,2019/12/13,322736
3997,2019/12/14,293345
3998,2019/12/15,263317
3999,2019/12/16,326928
4000,2019/12/17,319113
4001,2019/12/18,314115
4002,2019/12/19,319398
4003,2019/12/20,332501
4004,2019/12/21,310942
4005,2019/12/22,280901
4006,2019/12/23,304702
4007,2019/12/24,290311
4008,2019/12/25,244538
4009,2019/12/26,295896
4010,2019/12/27,322059
4011,2019/12/28,298138
4012,2019/12/29,279770
4013,2019/12/30,324331
4014,2019/12/31,293302
4015,2020/01/01,251561
4016,2020/01/02,295426
4017,2020/01/03,316348
4018,2020/01/04,287047
4019,2020/01/05,287616
4020,2020/01/06,299011
4021,2020/01/07,343903
4022,2020/01/08,317877
4023,2020/01/09,321900
4024,2020/01/10,330585
4025,2020/01/11,308907
4026,2020/01/12,282985
4027,2020/01/13,291454
4028,2020/01/14,346808
4029,2020/01/15,332507
4030,2020/01/16,325788
4031,2020/01/17,323833
4032,2020/01/18,287105
4033,2020/01/19,283810
4034,2020/01/20,313509
4035,2020/01/21,315057
4036,2020/01/22,328430
4037,2020/01/23,329759
4038,2020/01/24,313735
4039,2020/01/25,285420
4040,2020/01/26,261104
4041,2020/01/27,279111
4042,2020/01/28,339910
4043,2020/01/29,340402
4044,2020/01/30,332402
4045,2020/01/31,334290
4046,2020/02/01,303573
4047,2020/02/02,290736
4048,2020/02/03,330864
4049,2020/02/04,309058
4050,2020/02/05,368445
4051,2020/02/06,315235
4052,2020/02/07,334799
4053,2020/02/08,318224
4054,2020/02/09,316917
4055,2020/02/10,297982
4056,2020/02/11,365435
4057,2020/02/12,344473
4058,2020/02/13,339940
4059,2020/02/14,325943
4060,2020/02/15,322579
4061,2020/02/16,292094
4062,2020/02/17,341334
4063,2020/02/18,328458
4064,2020/02/19,334664
4065,2020/02/20,316500
4066,2020/02/21,338330
4067,2020/02/22,304449
4068,2020/02/23,285437
4069,2020/02/24,328749
4070,2020/02/25,334449
4071,2020/02/26,329831
4072,2020/02/27,338634
4073,2020/02/28,368432
4074,2020/02/29,307388
4075,2020/03/01,309672
4076,2020/03/02,342672
4077,2020/03/03,342171
4078,2020/03/04,358578
4079,2020/03/05,349366
4080,2020/03/06,338228
4081,2020/03/07,313155
4082,2020/03/08,302536
4083,2020/03/09,348061
4084,2020/03/10,329566
4085,2020/03/11,287373
4086,2020/03/12,349827
4087,2020/03/13,276673
4088,2020/03/14,279700
4089,2020/03/15,223111
4090,2020/03/16,270280
4091,2020/03/17,278203
4092,2020/03/18,231154
4093,2020/03/19,265582
4094,2020/03/20,284485
4095,2020/03/21,245772
4096,2020/03/22,209027
4097,2020/03/23,259704
4098,2020/03/24,277999
4099,2020/03/25,218084
4100,2020/03/26,292668
4101,2020/03/27,276391
4102,2020/03/28,240492
4103,2020/03/29,232669
4104,2020/03/30,276681
4105,2020/03/31,290068
4106,2020/04/01,281702
4107,2020/04/02,299023
4108,2020/04/03,278631
4109,2020/04/04,253117
4110,2020/04/05,240084
4111,2020/04/06,280342
4112,2020/04/07,312602
4113,2020/04/08,285811
4114,2020/04/09,286552
4115,2020/04/10,288422
4116,2020/04/11,247693
4117,2020/04/12,228376
4118,2020/04/13,287942
4119,2020/04/14,299223
4120,2020/04/15,310084
4121,2020/04/16,322749
4122,2020/04/17,284095
4123,2020/04/18,288976
4124,2020/04/19,251832
4125,2020/04/20,310649
4126,2020/04/21,310702
4127,2020/04/22,278624
4128,2020/04/23,328903
4129,2020/04/24,319911
4130,2020/04/25,280669
4131,2020/04/26,252696
4132,2020/04/27,311076
4133,2020/04/28,323321
4134,2020/04/29,331256
4135,2020/04/30,321837
4136,2020/05/01,340433
4137,2020/05/02,286625
4138,2020/05/03,281584
4139,2020/05/04,325940
4140,2020/05/05,328917
4141,2020/05/06,333241
4142,2020/05/07,341839
4143,2020/05/08,323488
4144,2020/05/09,312263
4145,2020/05/10,286619
4146,2020/05/11,305682
4147,2020/05/12,345069
4148,2020/05/13,296677
4149,2020/05/14,268636
4150,2020/05/15,310517
4151,2020/05/16,296429
4152,2020/05/17,236706
4153,2020/05/18,273595
4154,2020/05/19,274782
4155,2020/05/20,279922
4156,2020/05/21,298352
4157,2020/05/22,278673
4158,2020/05/23,269111
4159,2020/05/24,214414
4160,2020/05/25,265750
4161,2020/05/26,295658
4162,2020/05/27,292789
4163,2020/05/28,299779
4164,2020/05/29,280833
4165,2020/05/30,285890
4166,2020/05/31,258277
4167,2020/06/01,308178
4168,2020/06/02,303985
4169,2020/06/03,313861
4170,2020/06/04,318134
4171,2020/06/05,326903
4172,2020/06/06,284677
4173,2020/06/07,252209
4174,2020/06/08,317113
4175,2020/06/09,326914
4176,2020/06/10,324999
4177,2020/06/11,332305
4178,2020/06/12,318111
4179,2020/06/13,280023
4180,2020/06/14,275553
4181,2020/06/15,294330
4182,2020/06/16,340367
4183,2020/06/17,333409
4184,2020/06/18,280480
4185,2020/06/19,347293
4186,2020/06/20,283986
4187,2020/06/21,259294
4188,2020/06/22,301253
4189,2020/06/23,355098
4190,2020/06/24,312182
4191,2020/06/25,312042
4192,2020/06/26,330217
4193,2020/06/27,275351
4194,2020/06/28,264759
4195,2020/06/29,315279
4196,2020/06/30,299586
4197,2020/07/01,382408
4198,2020/07/02,339305
4199,2020/07/03,330846
4200,2020/07/04,288490
4201,2020/07/05,273941
4202,2020/07/06,338613
4203,2020/07/07,345814
4204,2020/07/08,347304
4205,2020/07/09,362554
4206,2020/07/10,345835
4207,2020/07/11,306615
4208,2020/07/12,282212
4209,2020/07/13,310080
4210,2020/07/14,359703
4211,2020/07/15,315926
4212,2020/07/16,345713
4213,2020/07/17,293789
4214,2020/07/18,310892
4215,2020/07/19,276962
4216,2020/07/20,309606
4217,2020/07/21,312746
4218,2020/07/22,364648
4219,2020/07/23,336109
4220,2020/07/24,369271
4221,2020/07/25,293741
4222,2020/07/26,298422
4223,2020/07/27,326620
4224,2020/07/28,354597
4225,2020/07/29,346373
4226,2020/07/30,327654
4227,2020/07/31,356753
4228,2020/08/01,296568
4229,2020/08/02,287728
4230,2020/08/03,333591
4231,2020/08/04,328887
4232,2020/08/05,291685
4233,2020/08/06,356456
4234,2020/08/07,326347
4235,2020/08/08,283489
4236,2020/08/09,268246
4237,2020/08/10,308230
4238,2020/08/11,349798
4239,2020/08/12,346248
4240,2020/08/13,325199
4241,2020/08/14,365512
4242,2020/08/15,313604
4243,2020/08/16,284917
4244,2020/08/17,292819
4245,2020/08/18,345896
4246,2020/08/19,333741
4247,2020/08/20,333537
4248,2020/08/21,314142
4249,2020/08/22,311563
4250,2020/08/23,288571
4251,2020/08/24,328984
4252,2020/08/25,304281
4253,2020/08/26,324042
4254,2020/08/27,328028
4255,2020/08/28,352559
4256,2020/08/29,292637
4257,2020/08/30,268987
4258,2020/08/31,302770
4259,2020/09/01,376354
4260,2020/09/02,317305
4261,2020/09/03,310793
4262,2020/09/04,298151
4263,2020/09/05,325382
4264,2020/09/06,262670
4265,2020/09/07,327487
4266,2020/09/08,332513
4267,2020/09/09,314715
4268,2020/09/10,345823
4269,2020/09/11,308185
4270,2020/09/12,299982
4271,2020/09/13,254948
4272,2020/09/14,353844
4273,2020/09/15,332801
4274,2020/09/16,342454
4275,2020/09/17,348403
4276,2020/09/18,324992
4277,2020/09/19,296208
4278,2020/09/20,258953
4279,2020/09/21,297460
4280,2020/09/22,312860
4281,2020/09/23,349796
4282,2020/09/24,316415
4283,2020/09/25,352901
4284,2020/09/26,276012
4285,2020/09/27,259230
4286,2020/09/28,295347
4287,2020/09/29,347555
4288,2020/09/30,351261
4289,2020/10/01,304633
4290,2020/10/02,315307
4291,2020/10/03,310704
4292,2020/10/04,267861
4293,2020/10/05,294846
4294,2020/10/06,317792
4295,2020/10/07,370403
4296,2020/10/08,330065
4297,2020/10/09,339201
4298,2020/10/10,298343
4299,2020/10/11,255956
4300,2020/10/12,314025
4301,2020/10/13,333049
4302,2020/10/14,314392
4303,2020/10/15,340842
4304,2020/10/16,324492
4305,2020/10/17,274912
4306,2020/10/18,231437
4307,2020/10/19,303804
4308,2020/10/20,330419
4309,2020/10/21,311162
4310,2020/10/22,338950
4311,2020/10/23,323738
4312,2020/10/24,306622
4313,2020/10/25,242156
4314,2020/10/26,252384
4315,2020/10/27,251839
4316,2020/10/28,261240
4317,2020/10/29,275962
4318,2020/10/30,268253
4319,2020/10/31,275683
4320,2020/11/01,276155
4321,2020/11/02,224514
4322,2020/11/03,331533
4323,2020/11/04,320538
4324,2020/11/05,318521
4325,2020/11/06,340198
4326,2020/11/07,270755
4327,2020/11/08,242909
4328,2020/11/09,326198
4329,2020/11/10,303123
4330,2020/11/11,322130
4331,2020/11/12,324695
4332,2020/11/13,299901
4333,2020/11/14,273369
4334,2020/11/15,252565
4335,2020/11/16,311317
4336,2020/11/17,347615
4337,2020/11/18,361838
4338,2020/11/19,310924
4339,2020/11/20,347858
4340,2020/11/21,311020
4341,2020/11/22,270951
4342,2020/11/23,297693
4343,2020/11/24,333157
4344,2020/11/25,361835
4345,2020/11/26,323825
4346,2020/11/27,322291
4347,2020/11/28,293795
4348,2020/11/29,263423
4349,2020/11/30,256438
4350,2020/12/01,377916
4351,2020/12/02,326888
4352,2020/12/03,346764
4353,2020/12/04,318750
4354,2020/12/05,282455
4355,2020/12/06,258488
4356,2020/12/07,300756
4357,2020/12/08,330826
4358,2020/12/09,320940
4359,2020/12/10,313519
4360,2020/12/11,304597
4361,2020/12/12,295278
4362,2020/12/13,276004
4363,2020/12/14,314205
4364,2020/12/15,320300
4365,2020/12/16,315074
4366,2020/12/17,309352
4367,2020/12/18,375392
4368,2020/12/19,343378
4369,2020/12/20,281892
4370,2020/12/21,269698
4371,2020/12/22,324020
4372,2020/12/23,338309
4373,2020/12/24,269433
4374,2020/12/25,303757
4375,2020/12/26,273817
4376,2020/12/27,308857
4377,2020/12/28,308823
4378,2020/12/29,336159
4379,2020/12/30,338086
4380,2020/12/31,344752
4381,2021/01/01,257931
4382,2021/01/02,296960
4383,2021/01/03,358958
4384,2021/01/04,373561
4385,2021/01/05,353934
4386,2021/01/06,397207
4387,2021/01/07,401576
4388,2021/01/08,358378
4389,2021/01/09,321250
4390,2021/01/10,331706
4391,2021/01/11,333804
4392,2021/01/12,336479
4393,2021/01/13,319015
4394,2021/01/14,338662
4395,2021/01/15,343847
4396,2021/01/16,308314
4397,2021/01/17,271741
4398,2021/01/18,313671
4399,2021/01/19,324934
4400,2021/01/20,314668
4401,2021/01/21,290625
4402,2021/01/22,323727
4403,2021/01/23,308120
4404,2021/01/24,253832
4405,2021/01/25,308962
4406,2021/01/26,336774
4407,2021/01/27,323411
4408,2021/01/28,325001
4409,2021/01/29,340884
4410,2021/01/30,312177
4411,2021/01/31,290609
4412,2021/02/01,277460
4413,2021/02/02,367682
4414,2021/02/03,344275
4415,2021/02/04,367628
4416,2021/02/05,360372
4417,2021/02/06,333727
4418,2021/02/07,286208
4419,2021/02/08,335061
4420,2021/02/09,359994
4421,2021/02/10,340615
4422,2021/02/11,304610
4423,2021/02/12,343164
4424,2021/02/13,336467
4425,2021/02/14,295280
4426,2021/02/15,311170
4427,2021/02/16,296267
4428,2021/02/17,317528
4429,2021/02/18,316815
4430,2021/02/19,341433
4431,2021/02/20,320329
4432,2021/02/21,271504
4433,2021/02/22,285250
4434,2021/02/23,287757
